고객ID,나이,멤버십등급,월평균구매금액,구매횟수,리뷰점수,이탈여부,멤버십등급_Encoder,거주지역_경기,거주지역_기타,거주지역_대구,거주지역_부산,거주지역_서울,성별_남,성별_여,가입경로_광고,가입경로_앱,가입경로_웹,가입경로_지인추천,쿠폰사용여부_N,쿠폰사용여부_Y,Buy
C0183,43.0,골드,0.25866967883609937,0.7098009999480325,4.5,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,-0.17885052330782406
C0184,54.0,브론즈,-0.46001148420032123,-0.6302889936605877,3.5,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,-0.2587568944193006
C0185,43.19565217391305,브론즈,-0.35379811146729756,-1.0769856581967945,4.1,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0.2503683965832446
C0186,41.0,브론즈,-0.5067963651152849,-0.6302889936605877,3.2,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,-0.3080177763157206
C0187,26.0,실버,-0.25112172630057933,-0.18359232912438098,4.9,0,3,1,0,0,0,0,1,0,0,1,0,0,1,0,-0.23996818666012537
C0188,37.0,실버,0.09193492428279695,-0.6302889936605877,3.6,0,3,0,1,0,0,0,0,1,1,0,0,0,1,0,0.32240022962809306
C0189,30.0,실버,-0.16904469706837824,-0.6302889936605877,3.8,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,0.0476087573975681
C0190,33.0,브론즈,-0.5773607941768383,-0.18359232912438098,3.1,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,-0.4853286516888188
C0191,53.0,골드,0.0846000825457642,0.7098009999480325,4.2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,-0.26216047745734106
C0192,50.0,VIP,0.574404732253409,2.4965876580928597,4.8,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,-0.32884213000447876
C0193,49.0,브론즈,-0.39024270218251783,-1.0769856581967945,3.3,1,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0.1864128107944311
C0194,36.0,골드,0.12187413411749283,0.9331493322161358,4.8,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,-0.28586585405140497
C0195,67.0,실버,-0.19919906808684185,0.9331493322161358,3.8,0,3,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.4267264339418842
C0196,22.0,실버,-0.22076570313586727,-0.6302889936605877,3.8,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0,-0.006849484701744474
C0197,43.19565217391305,브론즈,-0.4134144580527662,-1.5236823227330012,2.9,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,1.9229651400196406
C0198,24.0,골드,0.06737124706513895,1.3798459967523424,4.3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.37164600612557885
C0199,35.0,VIP,0.5593891509152883,1.3798459967523424,4.4,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-0.18662564287327693
C0200,43.19565217391305,골드,0.188388797313803,0.7098009999480325,3.9,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,-0.21248705227089631
C0201,37.0,VIP,0.7488213648386013,1.6031943290204458,4.2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,-0.15722198506841834
C0202,65.0,VIP,0.7184916553409268,2.049890993556653,5.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,-0.23551300751758475
C0203,43.19565217391305,브론즈,-0.5875268000762293,-1.3003339904648978,3.2,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0.13173602904335774
C0204,54.0,실버,-0.1370404427350375,-0.18359232912438098,3.1,1,3,0,0,0,1,0,1,0,0,0,0,1,0,1,-0.15416903032692844
C0205,41.0,실버,3.32504260263671,0.039756003143722386,3.4,1,3,0,0,0,0,1,1,0,0,1,0,0,0,1,2.050561790354634
C0206,31.0,VIP,0.6219897133475335,1.3798459967523424,4.5,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,-0.1630850791857003
C0207,57.0,브론즈,6.498747662934738,-1.0769856581967945,3.5,1,2,0,0,0,1,0,1,0,0,0,1,0,1,0,12.275707974989109
C0208,68.0,실버,-0.06657123406174194,-0.4069406613924843,3.9,1,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0.005778103797225666
C0209,31.0,골드,0.23461596698655518,0.039756003143722386,4.4,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.016823292320680996
C0210,58.0,브론즈,-0.4277076525009393,-1.0769856581967945,3.0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0.12066662467625981
C0211,31.0,골드,0.30396841933284185,0.7098009999480325,3.7366315789473683,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,-0.1571704822538999
C0212,55.0,브론즈,-0.17826341488985986,-1.0769856581967945,2.9,1,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0.5584092916942769
C0213,59.0,VIP,0.48779226145126303,1.6031943290204458,4.3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.24883650940491472
C0214,41.0,골드,0.0796157511793737,0.7098009999480325,3.7,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.26454598547510766
C0215,56.0,브론즈,-0.5656881408773353,-1.0769856581967945,2.8,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,-0.12147144817232834
C0216,32.0,골드,0.06691075077072357,0.9331493322161358,4.5,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,-0.3099792774010167
C0217,22.0,브론즈,-0.61782290018684,-0.18359232912438098,3.6,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,-0.515759713214595
C0218,23.0,실버,-0.2474477861390793,-0.4069406613924843,4.1,1,3,0,0,0,0,1,1,0,0,0,1,0,1,0,-0.15292947964033238
C0219,41.0,실버,-0.3510545388794147,0.039756003143722386,3.7,0,3,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.3685929609572625
C0220,43.19565217391305,골드,0.20090194190894273,0.7098009999480325,3.7366315789473683,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.20649824362938832
C0221,24.0,브론즈,-0.4902247615743758,-0.6302889936605877,2.6,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,-0.29056915212563694
C0222,41.0,브론즈,-0.44171449260191437,-0.18359232912438098,3.6,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,-0.38331070561477737
C0223,54.0,골드,0.2204138364618873,0.9331493322161358,4.2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,-0.2426347169799498
C0224,28.0,실버,-0.14545575117698906,-1.0769856581967945,4.0,1,3,0,1,0,0,0,1,0,0,0,1,0,1,0,0.6159825367202603
C0225,55.0,실버,-0.2557815023132171,0.039756003143722386,3.9,1,3,0,0,0,0,1,0,1,0,1,0,0,0,1,-0.305895972763427
C0226,33.0,브론즈,-0.2563970364404631,-0.4069406613924843,2.9,1,2,0,0,0,0,1,1,0,1,0,0,0,0,1,-0.16078187329002544
C0227,60.0,브론즈,-0.46957768368727537,-0.853637325928691,2.7,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,-0.15032207195105468
C0228,48.0,골드,-0.047397842460494825,1.156497664484239,3.8,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,-0.3895692821210652
C0229,46.0,브론즈,-0.6093251636547714,-1.0769856581967945,3.5,1,2,1,0,0,0,0,1,0,1,0,0,0,1,0,-0.1980488304131774
C0230,27.0,브론즈,-0.6927265622803017,-1.5236823227330012,3.6,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0.4524943052640846
C0231,42.0,VIP,0.6828772976205799,1.8265426612885494,4.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,-0.2155224050767919
C0232,62.0,브론즈,-0.5098290215333248,-1.5236823227330012,2.9,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,1.4153795341758073
C0233,19.0,골드,0.11011764825208996,0.7098009999480325,3.8,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,-0.2499477345412519
C0234,57.0,브론즈,-0.2688505480024298,-0.18359232912438098,3.2,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,-0.25330181946349867
C0235,43.19565217391305,골드,0.2250751960882696,-0.18359232912438098,3.6,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0.11817377065713096
C0236,55.0,골드,0.24508757132533573,0.039756003143722386,3.5,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0.023714413641694694
C0237,52.0,골드,0.0578428228573951,0.26310433541182576,3.8,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,-0.17099053815442977
C0238,40.0,브론즈,-0.6089601076551296,-0.853637325928691,3.3,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,-0.3337707895505784
C0239,34.0,실버,-0.20943115011512642,-0.4069406613924843,3.2,0,3,1,0,0,0,0,0,1,0,1,0,0,1,0,-0.1195723177280077
C0240,50.0,골드,0.18259349339196826,1.3798459967523424,4.1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,-0.32831737579868536
C0241,43.19565217391305,브론즈,-0.7058118364974961,-0.4069406613924843,3.7,0,2,0,0,0,0,1,0,1,0,1,0,0,0,1,-0.5551145607443309
C0242,43.19565217391305,브론즈,-0.5164391715938385,-0.6302889936605877,2.8,1,2,0,0,0,0,1,0,1,0,1,0,0,1,0,-0.3181709100161878
C0243,22.0,브론즈,-0.49447617073067196,-0.853637325928691,3.2,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,-0.1830923121883236
C0244,51.0,VIP,0.6566088272026274,2.049890993556653,4.9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-0.25467708378425685
C0245,50.0,골드,0.0711398975674991,0.26310433541182576,3.9,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,-0.16321231752165638
C0246,22.0,실버,-0.27455219708976614,0.26310433541182576,3.5,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0,-0.3654274243681719
C0247,43.19565217391305,골드,0.14306190613606842,0.26310433541182576,4.6,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,-0.1211410151341125
C0248,39.0,실버,-0.20333027942701334,0.26310433541182576,3.6,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0,-0.32376564525150964
C0249,58.0,실버,-0.14525409366270664,0.26310433541182576,4.1,0,3,0,0,0,1,0,1,0,1,0,0,0,1,0,-0.28979355768841164
C0250,20.0,실버,-0.09146329308355947,-0.18359232912438098,3.9,1,3,0,0,0,1,0,1,0,1,0,0,0,1,0,-0.11989100622035329
C0251,27.0,실버,-0.2468483328276497,-0.18359232912438098,3.6,0,3,0,0,0,0,1,0,1,0,1,0,0,0,1,-0.23675421901181692
C0252,43.0,브론즈,-0.5476075196938319,-0.6302889936605877,3.7366315789473683,0,2,1,0,0,0,0,0,1,0,1,0,0,0,1,-0.3509887837530259
C0253,27.0,골드,0.21249627515684494,-0.6302889936605877,4.2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0.4493420610602174
C0254,35.0,골드,0.23206502189348524,0.9331493322161358,4.5,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,-0.2375231326900161
C0255,52.0,브론즈,-0.5451267261086651,-0.853637325928691,3.1,1,2,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.24975623698804916
C0256,25.0,실버,-0.12428283467840263,-0.18359232912438098,3.7,0,3,0,0,0,0,1,1,0,1,0,0,0,0,1,-0.14457418730028943
C0257,53.0,브론즈,-0.3853823026105488,-0.6302889936605877,3.3,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,-0.18017810510908916
C0258,23.0,VIP,0.8268670046473671,1.8265426612885494,4.8,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,-0.16814425231255378
C0259,27.0,VIP,0.881852094785097,1.3798459967523424,4.1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,-0.06536539900140038
C0260,48.0,VIP,0.5830218177630498,1.8265426612885494,4.9,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,-0.24837869929896322
C0261,59.0,브론즈,-0.494495816796625,-0.853637325928691,3.5,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,-0.18311816943418263
C0262,26.0,브론즈,-0.49479190995325395,-0.853637325928691,2.8,1,2,0,0,0,0,1,0,1,0,0,1,0,1,0,-0.18350787359003878
C0263,33.0,브론즈,-0.5071475688702443,-0.853637325928691,3.8,0,2,0,0,0,0,1,0,1,0,1,0,0,0,1,-0.19976982196842066
C0264,66.0,브론즈,-0.5694267533970786,-0.4069406613924843,4.2,0,2,0,0,0,0,1,0,1,1,0,0,0,0,1,-0.4354453902122494
C0265,69.0,브론즈,-0.6639206416527598,-1.3003339904648978,3.7,0,2,0,1,0,0,0,1,0,0,0,1,0,0,1,-0.06935607239617271
C0266,48.0,브론즈,-0.4855942820193646,-0.853637325928691,3.9,1,2,0,0,0,0,1,0,1,0,0,0,1,0,1,-0.1714023799316798
C0267,41.0,VIP,0.5941017246252499,2.4965876580928597,4.5,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,-0.3233843883492118
C0268,36.0,브론즈,-0.4863497328724787,-1.5236823227330012,2.6,1,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1.5389889613149028
C0269,49.0,브론즈,-0.5857855946216858,-0.853637325928691,3.7366315789473683,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,-0.303269564389225
C0270,48.0,골드,0.03879432808296507,0.4864526676799291,4.2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,-0.23820563907722367
C0271,33.0,실버,-0.18711632431825828,-0.4069406613924843,3.5,0,3,0,0,0,0,1,0,1,1,0,0,0,1,0,-0.09999248807968059
C0272,19.0,골드,0.18009802798590016,0.26310433541182576,3.7,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,-0.09947646609526481
C0273,25.0,실버,-0.14813643850821603,-0.18359232912438098,3.7,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,-0.1625141948119378
C0274,67.0,골드,0.4100272582847312,1.6031943290204458,4.3,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,-0.276130032167992
C0275,39.0,실버,-0.18225872854621095,-0.853637325928691,3.1,1,3,0,0,0,0,1,0,1,0,1,0,0,0,1,0.2278338846049845
C0276,43.0,실버,-0.15878017081528065,-0.6302889936605877,3.5,0,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0.05841651421104799
C0277,42.0,골드,0.04129108204802922,0.039756003143722386,4.7,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,-0.11039935603212488
C0278,58.0,실버,-0.3589981950277411,0.4864526676799291,3.3,0,3,0,0,0,0,1,1,0,0,1,0,0,1,0,-0.44762810758636085
C0279,21.0,브론즈,-0.3172214230597798,-1.0769856581967945,3.6,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0.314555796891756
C0280,22.0,실버,-0.31793430601645534,-0.18359232912438098,3.5,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,-0.29021712139246664
C0281,32.0,브론즈,-0.614021991381634,-1.0769856581967945,3.5,0,2,0,0,0,0,1,0,1,0,1,0,0,0,1,-0.20629116110548484
C0282,43.0,골드,0.1586275142265866,0.26310433541182576,4.5,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,-0.11203579938922889
C0283,52.0,브론즈,-0.5062570728633263,-0.853637325928691,3.6,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,-0.19859779219704674
C0284,43.0,브론즈,-0.5980408839926429,0.26310433541182576,3.7366315789473683,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.5546544862440268
C0285,40.0,브론즈,-0.53052527286061,-0.18359232912438098,2.8,1,2,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.45010422144256224
C0286,66.0,골드,0.30195315349580426,0.26310433541182576,4.5,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,-0.028196423520930155
C0287,26.0,브론즈,-0.5871358392057395,-0.6302889936605877,3.0,1,2,0,0,0,1,0,1,0,0,1,0,0,0,1,-0.39260906451379707
C0288,47.0,실버,-0.37106163539118725,-0.6302889936605877,3.8,0,3,1,0,0,0,0,0,1,0,1,0,0,1,0,-0.16509954377101224
C0289,46.0,골드,0.26954948842574056,-0.18359232912438098,4.2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.15162234909005767
C0290,42.0,브론즈,-0.4404412872257669,-0.4069406613924843,3.5,1,2,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.3222689093499703
C0291,59.0,골드,0.0929325861992687,1.156497664484239,4.2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,-0.3327396089981199
C0292,43.19565217391305,브론즈,-0.6748360945957363,-0.4069406613924843,3.0,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,-0.5279353322265745
C0293,67.0,브론즈,-0.5802015810133704,-1.0769856581967945,2.8,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,-0.14694067549783524
C0294,35.0,실버,-0.2197709075427535,-0.18359232912438098,4.0,0,3,0,0,0,0,1,0,1,0,1,0,0,1,0,-0.21638961429745518
C0295,43.19565217391305,VIP,0.8126285717992501,2.049890993556653,4.6,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,-0.2063603798696554
C0296,45.0,브론즈,-0.6131901440832489,-0.6302889936605877,3.8,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,-0.4200422440017844
C0297,62.0,실버,-0.223139770849413,-0.4069406613924843,3.7366315789473683,0,3,0,0,0,0,1,0,1,0,1,0,0,1,0,-0.13160075394051565
C0298,40.0,브론즈,-0.4197812207476,-1.5236823227330012,2.7,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,1.8894465824173674
C0299,32.0,실버,-0.48265051521826186,-0.18359232912438098,4.1,0,3,0,0,1,0,0,1,0,0,0,0,1,1,0,-0.4140981940996997
C0300,19.0,실버,-0.09678176216323629,0.26310433541182576,3.6,0,3,0,0,1,0,0,1,0,0,1,0,0,1,0,-0.26143931457798386
C0301,43.19565217391305,실버,-0.34719555666925955,-0.6302889936605877,3.8,0,3,0,0,1,0,0,1,0,0,1,0,0,0,1,-0.13997039815261397
C0302,60.0,실버,-0.17607747212175168,0.039756003143722386,3.4,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,-0.25344458861505614
C0303,18.0,브론즈,-0.46819331980115164,-0.6302889936605877,4.0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,1,-0.26737173813261483
C0304,64.0,실버,-0.09104181728090324,0.26310433541182576,3.3,0,3,0,0,1,0,0,0,1,0,1,0,0,1,0,-0.25808169204159104
C0305,46.0,실버,-0.15134057807207213,0.26310433541182576,3.6,0,3,0,0,0,0,1,0,1,0,0,0,1,1,0,-0.2933538910433868
C0306,25.0,실버,-0.4822011689557613,-0.4069406613924843,3.7366315789473683,0,3,0,0,0,0,1,0,1,1,0,0,0,1,0,-0.35891052949303826
C0307,33.0,브론즈,-0.584738816943166,-1.5236823227330012,2.9,1,2,0,0,1,0,0,0,1,0,0,1,0,1,0,1.0210082637565934
C0308,46.0,실버,-0.19797395074917382,-0.4069406613924843,3.8,1,3,0,0,0,0,1,1,0,0,0,1,0,1,0,-0.10951935948964416
C0309,34.0,실버,-0.2356207068406225,0.26310433541182576,4.3,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0,-0.34265416578894453
C0310,23.0,브론즈,-0.4421006869370886,-1.0769856581967945,3.1,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0.0954086939222712
C0311,52.0,브론즈,-0.4068752266276915,-1.0769856581967945,3.5,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0.15722486209856062
C0312,52.0,실버,-0.1448405308854358,-1.0769856581967945,2.6,0,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0.6170621694823049
C0313,24.0,골드,0.1388342803111439,1.6031943290204458,4.1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.3713118159539195
C0314,32.0,브론즈,-0.7046848059913595,-0.4069406613924843,3.2,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,-0.5541256636980577
C0315,30.0,골드,0.11158024858911234,1.156497664484239,3.8,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,-0.3251878572629973
C0316,52.0,실버,-0.16654415998557368,0.26310433541182576,4.1,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,-0.3022473369410622
C0317,55.0,골드,0.03983509452342873,0.9331493322161358,4.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.3218578540424956
C0318,55.0,실버,-0.14226174841655567,-0.18359232912438098,3.6,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0,-0.1580959113053898
C0319,66.0,실버,-0.11094997081174837,-0.18359232912438098,3.5,1,3,0,0,1,0,0,0,1,0,0,0,1,0,1,-0.13454670132265242
C0320,57.0,실버,-0.19925505482906408,-0.4069406613924843,2.9,1,3,0,0,0,0,1,0,1,1,0,0,0,1,0,-0.110643446223476
C0321,34.0,VIP,0.3347404952020892,2.9432843226290664,4.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,-0.4283551248298714
C0322,23.0,실버,-0.35800172262833946,0.039756003143722386,4.1,0,3,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.37316474236767344
C0323,49.0,실버,-0.0004682846983998056,-0.4069406613924843,2.9,1,3,0,0,0,0,1,1,0,0,1,0,0,0,1,0.06377920582545123
C0324,65.0,실버,-0.2753434259269428,0.039756003143722386,3.4,0,3,0,0,1,0,0,0,1,0,0,0,1,1,0,-0.31876922355990284
C0325,68.0,골드,-0.06114409920324625,0.26310433541182576,3.7366315789473683,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,-0.24059280424525759
C0326,29.0,브론즈,-0.3564949088680881,-0.18359232912438098,4.0,1,2,0,0,0,0,1,1,0,1,0,0,0,1,0,-0.3192180853452326
C0327,30.0,실버,-0.21208076792213376,-0.4069406613924843,4.0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.12189718755968962
C0328,19.0,실버,-0.0887419967360757,0.039756003143722386,3.5,1,3,0,0,0,0,1,0,1,0,0,1,0,1,0,-0.19597112637945147
C0329,25.0,VIP,0.7122123597749259,2.2732393258247563,5.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,-0.2655354306131875
C0330,46.0,실버,-0.16177697729881838,0.039756003143722386,3.4,0,3,0,0,0,0,1,1,0,0,1,0,0,1,0,-0.24403376276763517
C0331,46.0,실버,-0.17257321116224378,-0.18359232912438098,4.1,0,3,0,0,1,0,0,1,0,0,0,0,1,0,1,-0.18089279655704482
C0332,37.0,VIP,0.759728232118866,1.8265426612885494,4.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,-0.19023549124164613
C0333,34.0,실버,0.04373828142409425,-0.18359232912438098,4.1,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,-0.018207534005456383
C0334,61.0,브론즈,-0.38635164907318037,-1.0769856581967945,3.1,1,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0.19324111030498448
C0335,43.19565217391305,브론즈,-0.6746295819729814,-1.0769856581967945,2.9,1,2,0,0,1,0,0,0,1,1,0,0,0,0,1,-0.31264971482905296
C0336,60.0,브론즈,-0.44559765551178837,-0.18359232912438098,3.2,1,2,0,0,1,0,0,0,1,1,0,0,0,0,1,-0.38623118556695235
C0337,68.0,브론즈,-0.3670896502775794,-0.853637325928691,3.4,1,2,0,0,0,1,0,0,1,0,1,0,0,0,1,-0.015432049500002981
C0338,34.0,실버,-0.0776960052887355,-0.6302889936605877,3.5,0,3,0,1,0,0,0,1,0,0,0,1,0,1,0,0.14379190522535712
C0339,28.0,골드,0.11484299356490216,0.4864526676799291,4.3,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,-0.1981689407312857
C0340,67.0,골드,0.2946730289812197,1.156497664484239,3.7366315789473683,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,-0.25104069644955573
C0341,51.0,브론즈,-0.3912400647757734,-0.6302889936605877,3.5,1,2,0,0,0,0,1,1,0,0,1,0,0,1,0,-0.18634587821345874
C0342,33.0,실버,0.07708032071957424,0.039756003143722386,3.9,1,3,0,0,0,1,0,0,1,0,0,0,1,0,1,-0.08684728342764639
C0343,50.0,브론즈,-0.5808092870729746,-1.0769856581967945,3.3,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,-0.1480071217458697
C0344,44.0,VIP,0.6235871813830473,2.049890993556653,4.3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,-0.2649033348780689
C0345,65.0,브론즈,3.6492249852780687,-1.0769856581967945,3.4,1,2,0,0,0,0,1,1,0,0,1,0,0,1,0,7.275160884418239
C0346,31.0,실버,-0.26898029079989483,-0.4069406613924843,3.9,0,3,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.17182287262481843
C0347,69.0,브론즈,-0.5966301115553829,-0.4069406613924843,4.1,0,2,1,0,0,0,0,1,0,0,0,1,0,1,0,-0.4593145937386681
C0348,66.0,실버,-0.5257460312618909,0.26310433541182576,4.1,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,-0.5123650859501144
C0349,27.0,실버,-0.2627067534085701,-0.6302889936605877,4.1,1,3,0,0,0,0,1,0,1,0,0,1,0,0,1,-0.05101018541723183
C0350,26.0,골드,0.2047792906279907,0.26310433541182576,5.0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.08503898187328557
C0351,45.0,브론즈,-0.5517955875755645,-0.853637325928691,3.5,1,2,0,0,0,0,1,0,1,0,0,0,1,1,0,-0.25853348485851024
C0352,20.0,VIP,0.8995984208745201,2.4965876580928597,4.7,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,-0.23873582814315222
C0353,33.0,실버,-0.21207848312089125,-1.0769856581967945,4.0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0.4990681808527955
C0354,40.0,골드,0.3089193976321797,0.9331493322161358,3.7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,-0.2038057378425207
C0355,68.0,골드,0.19258335719805378,0.039756003143722386,3.9,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,-0.01083739883231585
C0356,69.0,VIP,0.7742948598086634,1.6031943290204458,4.3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-0.1482814412953841
C0357,25.0,브론즈,-0.46451452799075893,-1.0769856581967945,3.6,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0.056075275540207165
C0358,43.19565217391305,브론즈,-0.3414064630940694,-1.0769856581967945,3.2,1,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0.27211415130420036
C0359,22.0,브론즈,-0.48974556543477277,-1.0769856581967945,3.4,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0.011798038558712363
C0360,56.0,브론즈,-0.44000923441923157,-0.853637325928691,3.7366315789473683,1,2,1,0,0,0,0,0,1,0,1,0,0,0,1,-0.11140544282943586
C0361,61.0,실버,-0.17219766608089693,-0.4069406613924843,4.0,1,3,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.08690232150037697
C0362,64.0,VIP,0.6483451177562194,1.156497664484239,4.4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.10781396088158067
C0363,29.0,VIP,0.7266778208991883,2.2732393258247563,4.2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,-0.26130459222834257
C0364,64.0,실버,0.03887469359125792,0.26310433541182576,4.2,1,3,0,0,1,0,0,0,1,0,1,0,0,0,1,-0.1820860834258172
C0365,24.0,실버,-0.24414212100872182,0.26310433541182576,4.0,1,3,0,0,0,0,1,0,1,0,1,0,0,1,0,-0.34763882902862325
C0366,44.0,골드,0.21044088895515592,0.039756003143722386,3.5,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0.00091423098970778
