개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3310000,202633100000800642,부산광역시 남구청,부산광역시 수영로250번가길 10-20,,생활방범,1,,,30,,051-607-4284,35.1345,129.0972,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:56
3310000,202633100000800654,부산광역시 남구청,부산광역시 용호로42번길 140,,생활방범,1,,,30,,051-607-4284,35.1207,129.1093,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:56
3310000,202633100000800662,부산광역시 남구청,부산광역시 동명로 158번길 86-1,,생활방범,1,,,30,,051-607-4284,35.1154,129.1131,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:56
3310000,202633100000800663,부산광역시 남구청,부산광역시 동명로 158번길 86-1,,생활방범,1,,,30,,051-607-4284,35.1154,129.1131,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:56
3310000,202633100000801496,부산광역시 남구청,부산광역시 자유평화로59번길 2,,생활방범,1,,,30,,051-607-4284,35.1415,129.0663,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801498,부산광역시 남구청,부산광역시 자유평화로59번길 2,,생활방범,1,,,30,,051-607-4284,35.1415,129.0663,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801501,부산광역시 남구청,부산광역시 석포로26번길 54,,생활방범,1,,,30,,051-607-4284,35.1208,129.0853,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801504,부산광역시 남구청,부산광역시 우암로154번길 57,,생활방범,1,,,30,,051-607-4284,35.1257,129.0817,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801509,부산광역시 남구청,부산광역시 대연동 1907,,생활방범,1,,,30,,051-607-4284,35.1466,129.0675,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801513,부산광역시 남구청,부산광역시 우암로 166,,생활방범,1,,,30,,051-607-4284,35.1466,129.0675,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801514,부산광역시 남구청,부산광역시 우암로 166,,생활방범,1,,,30,,051-607-4284,35.1466,129.0675,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801524,부산광역시 남구청,부산광역시 용주로 67 (용호2동),,생활방범,1,,,30,,051-607-4284,35.1131,129.1151,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:06
3310000,202633100000800041,부산광역시 남구청,부산광역시 -,,생활방범,1,,,30,,051-607-4284,35.1018,129.1224,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:51
3310000,202633100000800050,부산광역시 남구청,부산광역시 진남로30번가길 6,,생활방범,1,,,30,,051-607-4284,35.1381,129.0929,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:51
3310000,202633100000800060,부산광역시 남구청,부산광역시 유엔로157번가길 57,,생활방범,1,,,30,,051-607-4284,35.1327,129.0964,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:51
3310000,202633100000800357,부산광역시 남구청,부산광역시 동명로 176,,생활방범,1,,,30,,051-607-4284,35.1186,129.1160,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000800360,부산광역시 남구청,부산광역시 신선로337번길 64,,생활방범,1,,,30,,051-607-4284,35.1153,129.0923,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000800363,부산광역시 남구청,부산광역시 신선로337번길 64,,생활방범,1,,,30,,051-607-4284,35.1153,129.0923,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000800364,부산광역시 남구청,부산광역시 -,,생활방범,1,,,30,,051-607-4284,35.1068,129.1047,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000800367,부산광역시 남구청,부산광역시 -,,생활방범,1,,,30,,051-607-4284,35.1068,129.1047,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000800372,부산광역시 남구청,부산광역시 우암로 34-9,,생활방범,1,,,30,,051-607-4284,35.1136,129.0824,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000800374,부산광역시 남구청,부산광역시 우암로104번길 29,,생활방범,1,,,30,,051-607-4284,35.1189,129.0822,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000800379,부산광역시 남구청,부산광역시 석포로58번길 31,,생활방범,1,,,30,,051-607-4284,35.1223,129.0871,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000800381,부산광역시 남구청,부산광역시 석포로58번길 31,,생활방범,1,,,30,,051-607-4284,35.1223,129.0871,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000800382,부산광역시 남구청,부산광역시 석포로58번길 31,,생활방범,1,,,30,,051-607-4284,35.1223,129.0871,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000800387,부산광역시 남구청,부산광역시 전선등로3번길 58,,생활방범,1,,,30,,051-607-4284,35.1237,129.0846,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000800483,부산광역시 남구청,부산광역시 진남로220번가길 7,,생활방범,1,,,30,,051-607-4284,35.1458,129.0772,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:54
3310000,202633100000800494,부산광역시 남구청,부산광역시 동명로132번길 18,,생활방범,1,,,30,,051-607-4284,35.1191,129.1106,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:54
3310000,202633100000800495,부산광역시 남구청,부산광역시 동명로132번길 18,,생활방범,1,,,30,,051-607-4284,35.1191,129.1106,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:54
3310000,202633100000801341,부산광역시 남구청,부산광역시 용소로14번길 42,,생활방범,1,,,30,,051-607-4284,35.1353,129.0986,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:03
3310000,202633100000801342,부산광역시 남구청,부산광역시 용호로 90번길 14 (용호1동),,생활방범,1,,,30,,051-607-4284,35.1244,129.1118,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:03
3310000,202633100000801343,부산광역시 남구청,부산광역시 진남로 18 (대연5동),,생활방범,1,,,30,,051-607-4284,35.1367,129.0916,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:03
3310000,202633100000801353,부산광역시 남구청,"부산광역시 진남로 17-26 (대연5동, 대연초등학교 인근)",,생활방범,1,,,30,,051-607-4284,35.1347,129.0946,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:03
3310000,202633100000801363,부산광역시 남구청,부산광역시 못골로41번길 22-7,,생활방범,1,,,30,,051-607-4284,35.1372,129.0876,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:03
3310000,202633100000801372,부산광역시 남구청,부산광역시 석포로64번길 69-1,,생활방범,1,,,30,,051-607-4284,35.1210,129.0871,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:03
3310000,202633100000800514,부산광역시 남구청,부산광역시 유엔로157번가길 110,,생활방범,1,,,30,,051-607-4284,35.1328,129.0995,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:55
3310000,202633100000800516,부산광역시 남구청,부산광역시 동명로169번길 8,,생활방범,1,,,30,,051-607-4284,35.1196,129.1156,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:55
3310000,202633100000800522,부산광역시 남구청,부산광역시 유엔로157번길 48,,생활방범,1,,,30,,051-607-4284,35.1323,129.0934,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:55
3310000,202633100000801481,부산광역시 남구청,부산광역시 자유평화로 60번길 85(문현2동),,생활방범,1,,,30,,051-607-4284,35.1379,129.0670,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801748,부산광역시 남구청,부산광역시 문현로 23번길 19(문현1동),,생활방범,1,,,30,,051-607-4284,35.1424,129.0726,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000801749,부산광역시 남구청,부산광역시 문현로 23번길 19(문현1동),,생활방범,1,,,30,,051-607-4284,35.1424,129.0726,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000801750,부산광역시 남구청,부산광역시 문현로 23번길 19(문현1동),,생활방범,1,,,30,,051-607-4284,35.1424,129.0726,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000801751,부산광역시 남구청,부산광역시 문현로 23번길 19(문현1동),,생활방범,1,,,30,,051-607-4284,35.1424,129.0726,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000801752,부산광역시 남구청,부산광역시 문현로 23번길 19(문현1동),,생활방범,1,,,30,,051-607-4284,35.1424,129.0726,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000801753,부산광역시 남구청,부산광역시 동명로 171(용호3동),,생활방범,1,,,30,,051-607-4284,35.1190,129.1154,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000801754,부산광역시 남구청,부산광역시 동명로 171(용호3동),,생활방범,1,,,30,,051-607-4284,35.1190,129.1154,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000801755,부산광역시 남구청,부산광역시 동명로 171(용호3동),,생활방범,1,,,30,,051-607-4284,35.1190,129.1154,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000801756,부산광역시 남구청,부산광역시 신선로 339,,생활방범,1,,,30,,051-607-4284,35.1166,129.0950,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000801757,부산광역시 남구청,부산광역시 신선로 339,,생활방범,1,,,30,,051-607-4284,35.1166,129.0950,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000801768,부산광역시 남구청,부산광역시 동명로101번길 34,,생활방범,1,,,30,,051-607-4284,35.1215,129.1078,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000801769,부산광역시 남구청,부산광역시 동명로101번길 34,,생활방범,1,,,30,,051-607-4284,35.1215,129.1078,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000801770,부산광역시 남구청,부산광역시 동명로101번길 34,,생활방범,1,,,30,,051-607-4284,35.1215,129.1078,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000801771,부산광역시 남구청,부산광역시 동명로101번길 34,,생활방범,1,,,30,,051-607-4284,35.1215,129.1078,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000801786,부산광역시 남구청,부산광역시 동명로152번길 19,,생활방범,1,,,30,,051-607-4284,35.1184,129.1132,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:10
3310000,202633100000801505,부산광역시 남구청,부산광역시 황령대로74번길 72,,생활방범,1,,,30,,051-607-4284,35.1466,129.0675,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801506,부산광역시 남구청,부산광역시 황령대로74번길 72,,생활방범,1,,,30,,051-607-4284,35.1466,129.0675,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801507,부산광역시 남구청,부산광역시 황령대로74번길 72,,생활방범,1,,,30,,051-607-4284,35.1466,129.0675,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801508,부산광역시 남구청,부산광역시 대연동 1907,,생활방범,1,,,30,,051-607-4284,35.1466,129.0675,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801511,부산광역시 남구청,부산광역시 고동골로78번길 24,,생활방범,1,,,30,,051-607-4284,35.1466,129.0675,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801512,부산광역시 남구청,부산광역시 고동골로78번길 24,,생활방범,1,,,30,,051-607-4284,35.1466,129.0675,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801516,부산광역시 남구청,부산광역시 수영로39번가길 17 (문현3동),,생활방범,1,,,30,,051-607-4284,35.1380,129.0733,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801517,부산광역시 남구청,부산광역시 수영로39번가길 17 (문현3동),,생활방범,1,,,30,,051-607-4284,35.1380,129.0733,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801519,부산광역시 남구청,부산광역시 수영로39번가길 17 (문현3동),,생활방범,1,,,30,,051-607-4284,35.1380,129.0733,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801520,부산광역시 남구청,부산광역시 용주로 67 (용호2동),,생활방범,1,,,30,,051-607-4284,35.1131,129.1151,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801525,부산광역시 남구청,부산광역시 신선로329번길 74 (용당동),,생활방범,1,,,30,,051-607-4284,35.1135,129.0933,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:06
3310000,202633100000800726,부산광역시 남구청,부산광역시 진남로206번길3,,생활방범,1,,,30,,051-607-4284,35.1445,129.0773,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:56
3310000,202633100000800727,부산광역시 남구청,부산광역시 -,,생활방범,1,,,30,,051-607-4284,35.1458,129.0649,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:56
3310000,202633100000800729,부산광역시 남구청,부산광역시 -,,생활방범,1,,,30,,051-607-4284,35.1458,129.0649,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:57
3310000,202633100000800739,부산광역시 남구청,부산광역시 고동골로36번길 16,,생활방범,1,,,30,,051-607-4284,35.1407,129.0718,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:57
3310000,202633100000800083,부산광역시 남구청,부산광역시 진남로 11,,생활방범,1,,,30,,051-607-4284,35.1360,129.0917,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:51
3310000,202633100000800085,부산광역시 남구청,부산광역시 유엔평화로14번길 20,,생활방범,1,,,30,,051-607-4284,35.1337,129.0906,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:51
3310000,202633100000800086,부산광역시 남구청,부산광역시 동명로 164번길 93,,생활방범,1,,,30,,051-607-4284,35.1147,129.1138,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:51
3310000,202633100000800087,부산광역시 남구청,부산광역시 동명로 164번길 93,,생활방범,1,,,30,,051-607-4284,35.1147,129.1138,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:51
3310000,202633100000800088,부산광역시 남구청,부산광역시 동명로 164번길 93,,생활방범,1,,,30,,051-607-4284,35.1147,129.1138,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:51
3310000,202633100000800089,부산광역시 남구청,부산광역시 동명로 164번길 93,,생활방범,1,,,30,,051-607-4284,35.1147,129.1138,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:51
3310000,202633100000800094,부산광역시 남구청,부산광역시 남동천로 26,,생활방범,1,,,30,,051-607-4284,35.1396,129.0662,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:51
3310000,202633100000800095,부산광역시 남구청,부산광역시 남동천로 26,,생활방범,1,,,30,,051-607-4284,35.1396,129.0662,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:51
3310000,202633100000800109,부산광역시 남구청,부산광역시,,생활방범,1,,,30,,051-607-4284,35.1326,129.0915,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:51
3310000,202633100000800946,부산광역시 남구청,부산광역시 유엔로 66,,생활방범,1,,,30,,051-607-4284,35.1281,129.0840,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:59
3310000,202633100000800955,부산광역시 남구청,부산광역시 우암번영로 19,,생활방범,1,,,30,,051-607-4284,35.1261,129.0700,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:59
3310000,202633100000800970,부산광역시 남구청,부산광역시 문현로66번길15,,생활방범,1,,,30,,051-607-4284,35.1428,129.0759,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:59
3310000,202633100000801579,부산광역시 남구청,부산광역시 신선로 329번길 42(용당동),,생활방범,1,,,30,,051-607-4284,35.1145,129.0934,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:06
3310000,202633100000800137,부산광역시 남구청,부산광역시 우암번영로 4-11,,생활방범,1,,,30,,051-607-4284,35.1255,129.0705,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:51
3310000,202633100000800139,부산광역시 남구청,부산광역시 우암번영로14번길 6,,생활방범,1,,,30,,051-607-4284,35.1259,129.0704,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:51
3310000,202633100000800982,부산광역시 남구청,부산광역시 유엔로157번길 96,,생활방범,1,,,30,,051-607-4284,35.1346,129.0933,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:59
3310000,202633100000800993,부산광역시 남구청,부산광역시 유엔로157번길 21,,생활방범,1,,,30,,051-607-4284,35.1312,129.0933,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:59
3310000,202633100000800994,부산광역시 남구청,부산광역시 유엔로157번길 21,,생활방범,1,,,30,,051-607-4284,35.1312,129.0933,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:59
3310000,202633100000800999,부산광역시 남구청,부산광역시 유엔로183번길 41,,생활방범,1,,,30,,051-607-4284,35.1322,129.0964,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:59
3310000,202633100000801000,부산광역시 남구청,부산광역시 유엔로183번길 41,,생활방범,1,,,30,,051-607-4284,35.1322,129.0964,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:59
3310000,202633100000801002,부산광역시 남구청,부산광역시 유엔로183번길 41,,생활방범,1,,,30,,051-607-4284,35.1322,129.0964,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:59
3310000,202633100000801177,부산광역시 남구청,부산광역시 황령대로74번길 103,,생활방범,1,,,30,,051-607-4284,35.1450,129.0676,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:01
3310000,202633100000801178,부산광역시 남구청,부산광역시 전포대로92번길 27,,생활방범,1,,,30,,051-607-4284,35.1451,129.0687,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:01
3310000,202633100000800575,부산광역시 남구청,부산광역시 신선로319번길 18,,생활방범,1,,,30,,051-607-4284,35.1140,129.0945,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:55
3310000,202633100000800580,부산광역시 남구청,부산광역시 신선로329번길 58,,생활방범,1,,,30,,051-607-4284,35.1139,129.0926,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:55
3310000,202633100000800589,부산광역시 남구청,부산광역시 고동골로36번가길 38,,생활방범,1,,,30,,051-607-4284,35.1424,129.0716,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:55
3310000,202633100000800668,부산광역시 남구청,부산광역시 동명로164번길 114-10,,생활방범,1,,,30,,051-607-4284,35.1140,129.1134,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:56
3310000,202633100000800672,부산광역시 남구청,부산광역시 동명로 185-17,,생활방범,1,,,30,,051-607-4284,35.1190,129.1158,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:56
3310000,202633100000800682,부산광역시 남구청,부산광역시 이기대공원로 11,,생활방범,1,,,30,,051-607-4284,35.1250,129.1162,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:56
3310000,202633100000800689,부산광역시 남구청,부산광역시 신선로311,,생활방범,1,,,30,,051-607-4284,35.1140,129.0957,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:56
3310000,202633100000800696,부산광역시 남구청,부산광역시 동명로105번길 39,,생활방범,1,,,30,,051-607-4284,35.1219,129.1085,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:56
3310000,202633100000800699,부산광역시 남구청,부산광역시 동명로132번길 104,,생활방범,1,,,30,,051-607-4284,35.1152,129.1102,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:56
3310000,202633100000800332,부산광역시 남구청,부산광역시 유엔평화로76번길 105,,생활방범,1,,,30,,051-607-4284,35.1252,129.0947,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000800335,부산광역시 남구청,부산광역시 진남로 69번길 17-12,,생활방범,1,,,30,,051-607-4284,35.1375,129.0881,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000800337,부산광역시 남구청,부산광역시 못골로 52,,생활방범,1,,,30,,051-607-4284,35.1358,129.0879,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000800344,부산광역시 남구청,부산광역시 동명로132번길 78,,생활방범,1,,,30,,051-607-4284,35.1165,129.1102,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000801197,부산광역시 남구청,부산광역시 천제등로 16번길 29-4,,생활방범,1,,,30,,051-607-4284,35.1322,129.0859,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:02
3310000,202633100000801201,부산광역시 남구청,부산광역시 대연동 1635-27,,생활방범,1,,,30,,051-607-4284,35.1292,129.1027,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:02
3310000,202633100000801206,부산광역시 남구청,부산광역시 유엔로 96번길 29,,생활방범,1,,,30,,051-607-4284,35.1280,129.0877,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:02
3310000,202633100000801208,부산광역시 남구청,부산광역시 진남로 46번길 9,,생활방범,1,,,30,,051-607-4284,35.1386,129.0902,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:02
3310000,202633100000800592,부산광역시 남구청,부산광역시 장고개로67번길 11,,생활방범,1,,,30,,051-607-4284,35.1312,129.0698,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:55
3310000,202633100000800595,부산광역시 남구청,부산광역시 -,,생활방범,1,,,30,,051-607-4284,35.1229,129.1212,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:55
3310000,202633100000800600,부산광역시 남구청,부산광역시 유엔로74번길 22,,생활방범,1,,,30,,051-607-4284,35.1277,129.0854,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:55
3310000,202633100000800615,부산광역시 남구청,부산광역시 용소로40번길 26,,생활방범,1,,,30,,051-607-4284,35.1338,129.0996,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:55
3310000,202633100000800619,부산광역시 남구청,부산광역시 수영로293번길 32,,생활방범,1,,,30,,051-607-4284,35.1378,129.0976,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:55
3310000,202633100000801453,부산광역시 남구청,부산광역시 황령대로 90번길 54 (문현2동),,생활방범,1,,,30,,051-607-4284,35.1480,129.0687,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801458,부산광역시 남구청,부산광역시 석포로 26번길 65 (감만2동),,생활방범,1,,,30,,051-607-4284,35.1207,129.0860,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801469,부산광역시 남구청,부산광역시 양지골로 196 (감만2동),,생활방범,1,,,30,,051-607-4284,35.1171,129.0859,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801474,부산광역시 남구청,부산광역시 고동골로 69번길 79 (문현1동),,생활방범,1,,,30,,051-607-4284,35.1453,129.0711,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801477,부산광역시 남구청,부산광역시 못골로41번길 45,,생활방범,1,,,30,,051-607-4284,35.1380,129.0867,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:05
3310000,202633100000801782,부산광역시 남구청,부산광역시 동명로117번길 17(용호1동),,생활방범,1,,,30,,051-607-4284,35.1209,129.1100,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000801824,부산광역시 남구청,부산광역시 석포로26번가길 24 (감만2동),,생활방범,1,,,30,,051-607-4284,35.1220,129.0859,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:10
3310000,202633100000801825,부산광역시 남구청,부산광역시 우암로 186-14 (우암동),,생활방범,1,,,30,,051-607-4284,35.1250,129.0764,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:10
3310000,202633100000801107,부산광역시 남구청,부산광역시 -,,생활방범,1,,,30,,051-607-4284,35.1327,129.1165,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:01
3310000,202633100000801111,부산광역시 남구청,부산광역시 -,,생활방범,1,,,30,,051-607-4284,35.1321,129.1175,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:01
3310000,202633100000801115,부산광역시 남구청,부산광역시 전포대로92번나길 46-10,,생활방범,1,,,30,,051-607-4284,35.1471,129.0685,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:01
3310000,202633100000801128,부산광역시 남구청,부산광역시 수영로208번길 19,,생활방범,1,,,30,,051-607-4284,35.1341,129.0895,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:01
3310000,202633100000801129,부산광역시 남구청,부산광역시 수영로208번길 19,,생활방범,1,,,30,,051-607-4284,35.1341,129.0895,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:01
3310000,202633100000801133,부산광역시 남구청,부산광역시 유엔평화로41번길 48,,생활방범,1,,,30,,051-607-4284,35.1312,129.0948,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:01
3310000,202633100000801138,부산광역시 남구청,부산광역시 수영로358번길 38,,생활방범,1,,,30,,051-607-4284,35.1379,129.1056,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:01
3310000,202633100000801719,부산광역시 남구청,부산광역시 수영로 325번길 159-61 (대연3동),,생활방범,1,,,30,,051-607-4284,35.1456,129.0948,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:09
3310000,202633100000800376,부산광역시 남구청,부산광역시 우암로52번길 51,,생활방범,1,,,30,,051-607-4284,35.1148,129.0840,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000800383,부산광역시 남구청,부산광역시 석포로58번길 31,,생활방범,1,,,30,,051-607-4284,35.1223,129.0871,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:02:53
3310000,202633100000801225,부산광역시 남구청,부산광역시 양지골로 323,,생활방범,1,,,30,,051-607-4284,35.1211,129.0863,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:02
3310000,202633100000801227,부산광역시 남구청,부산광역시 우암로 256번길 19,,생활방범,1,,,30,,051-607-4284,35.1212,129.0863,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:02
3310000,202633100000801245,부산광역시 남구청,부산광역시 용소로28번길 22-1,,생활방범,1,,,30,,051-607-4284,35.1348,129.0995,2026-05-07,I,2026-05-15 18:45:39,2026-05-07 16:03:02
